Date,1 Day Advertised SKU Conversions,1 Day Total Conversions,14 Day Advertised SKU Conversions,14 Day Total Conversions,30 Day Advertised SKU Conversions,30 Day Total Conversions,7 Day Advertised SKU Conversions,7 Day Total Conversions,1 Day Advertised SKU Units,1 Day Total Units,14 Day Advertised SKU Units,14 Day Total Units,30 Day Advertised SKU Units,30 Day Total Units,7 Day Advertised SKU Units,7 Day Total Units,1 Day Advertised SKU Sales (*),1 Day Total Sales (*),14 Day Advertised SKU Sales (*),14 Day Total Sales (*),30 Day Advertised SKU Sales (*),30 Day Total Sales (*),7 Day Advertised SKU Sales (*),7 Day Total Sales (*),Ad Group ID,Ad Group Name,Campaign ID,Campaign Name,Campaign Status,Clicks,Cost (*),Impressions,Portfolio Name
45875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471209191239513,Ad group - 3/21/2025 20:10:53,283551304425268,"Rollers, Frame, Pole PPC - B0DP7V8WJS - Shane",PAUSED,6,7.64,491,Paint Roller Kits
45875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445098480064128,CLNR-BRUSH Manual Targeting Ad Group - 6/19/2025 17:06:07.548,428349113620191,Cleaner/Brush Manual Target Exact Campaign,PAUSED,6,5.72,789,
45875,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29.98,29.98,29.98,29.98,29.98,29.98,29.98,29.98,69903844702296,"6-pack 3"" Roller Covers - Manual Target Ad group - 1/27/2023 22:00:37",104299600570379,3 inch paint roller covers exact,ENABLED,8,6.28,148,Paint roller cover
45875,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,12185778796917,"2-Pack 3"" Roller Frames Manual Target - Ad group - 1/27/2023 22:11:16",106758846784056,"2-Pack 3"" Roller Frame Manual Targeting",ENABLED,10,7.94,323,Paint roller cover
45876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10128243813168,Ad group - 10/17/2022 07:50:33,67630955342793,Temco Fireplace door,ENABLED,0,0.0,20,Fireplace doors
45876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28821048686590,Ad group - 10/17/2022 08:15:58,137462756850400,Majetic Fireplace doors,ENABLED,2,0.16,19,Fireplace doors
45876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126537202219073,Ad group - 10/17/2022 07:52:32,60720092609371,Superior Lennox,ENABLED,2,0.64,50,Fireplace doors
45876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141498660241410,Ad group - 10/17/2022 08:25:25,21856195244708,FMI Fireplace Door,ENABLED,0,0.0,5,Fireplace doors
45876,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0.0,998.0,0.0,998.0,0.0,998.0,0.0,998.0,51887425346751,Ad group - 10/17/2022 08:22:30,221174428371581,Heatilator Fireplace Doors,ENABLED,4,1.74,237,Fireplace doors
45876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42412715142864,Ad group - 1/16/2023 21:37:33,53630664382317,Seat Belt grabber 2 pack,ENABLED,0,0.0,101,Seat belt grabber
45876,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0.0,23.98,0.0,23.98,0.0,23.98,0.0,23.98,151155804930704,SBG 1/2-Packs Manual Targeting - Ad group - 6/26/2022 16:41:18,53854195030497,Seat Belt Grabber Broad,ENABLED,6,4.24,70,
45876,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98,12185778796917,"2-Pack 3"" Roller Frames Manual Target - Ad group - 1/27/2023 22:11:16",106758846784056,"2-Pack 3"" Roller Frame Manual Targeting",ENABLED,2,1.24,103,Paint roller cover
45876,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0.0,0.0,49.98,49.98,49.98,49.98,49.98,49.98,296298694091943,Sealer Manual - Exact Targeting Ad group - 7/23/2025,314733207305257,Sealer Manual Exact - B0DX83RYSF - 7/23/2025 [Shane],ENABLED,2,0.66,223,
45876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413821976719342,Xtractor - B0CGGP5FP5 - Exact STR (Daniyal) TOS100,287402332454796,SmokeXtractor - Exact STR (Shane) TOS100,ENABLED,4,3.1,598,Smoke Extractor
45876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539309954473914,Xtractor - B0CGGP5FP5 - Broad+ STR [odor] (Daniyal) TOS100,282680986919776,SmokeXtractor - Broad+ STR [odor] (Shane) TOS100,PAUSED,4,4.7,1779,Smoke Extractor
45876,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0.0,0.0,23.98,23.98,23.98,23.98,23.98,23.98,273434202641670,Ad group - 1/27/2023 19:31:20,146420942892172,Seat belt grabber exact,PAUSED,6,2.42,172,Seat belt grabber
45876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471209191239513,Ad group - 3/21/2025 20:10:53,283551304425268,"Rollers, Frame, Pole PPC - B0DP7V8WJS - Shane",PAUSED,6,6.94,205,Paint Roller Kits
45876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445098480064128,CLNR-BRUSH Manual Targeting Ad Group - 6/19/2025 17:06:07.548,428349113620191,Cleaner/Brush Manual Target Exact Campaign,PAUSED,6,6.72,486,
45876,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0.0,0.0,29.98,29.98,29.98,29.98,29.98,29.98,69903844702296,"6-pack 3"" Roller Covers - Manual Target Ad group - 1/27/2023 22:00:37",104299600570379,3 inch paint roller covers exact,ENABLED,8,5.56,380,Paint roller cover
45876,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0.0,0.0,35.98,35.98,35.98,35.98,0.0,0.0,522555218533436,Bulk Auto 0.50,451365854880122,Fireplace CLNR Brush - B0DX84MN59 - Bulk Auto 0.50 - 29-May-25,ENABLED,8,5.52,420,Fireplace Cleaner
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141498660241410,Ad group - 10/17/2022 08:25:25,21856195244708,FMI Fireplace Door,ENABLED,0,0.0,1,Fireplace doors
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10128243813168,Ad group - 10/17/2022 07:50:33,67630955342793,Temco Fireplace door,ENABLED,0,0.0,17,Fireplace doors
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126537202219073,Ad group - 10/17/2022 07:52:32,60720092609371,Superior Lennox,ENABLED,4,1.04,43,Fireplace doors
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28821048686590,Ad group - 10/17/2022 08:15:58,137462756850400,Majetic Fireplace doors,ENABLED,0,0.0,7,Fireplace doors
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42412715142864,Ad group - 1/16/2023 21:37:33,53630664382317,Seat Belt grabber 2 pack,ENABLED,0,0.0,43,Seat belt grabber
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151155804930704,SBG 1/2-Packs Manual Targeting - Ad group - 6/26/2022 16:41:18,53854195030497,Seat Belt Grabber Broad,ENABLED,6,4.5,225,
45877,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0.0,998.0,0.0,998.0,0.0,998.0,0.0,998.0,51887425346751,Ad group - 10/17/2022 08:22:30,221174428371581,Heatilator Fireplace Doors,ENABLED,6,2.98,104,Fireplace doors
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296298694091943,Sealer Manual - Exact Targeting Ad group - 7/23/2025,314733207305257,Sealer Manual Exact - B0DX83RYSF - 7/23/2025 [Shane],ENABLED,2,1.5,312,
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273434202641670,Ad group - 1/27/2023 19:31:20,146420942892172,Seat belt grabber exact,PAUSED,4,2.64,39,Seat belt grabber
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539309954473914,Xtractor - B0CGGP5FP5 - Broad+ STR [odor] (Daniyal) TOS100,282680986919776,SmokeXtractor - Broad+ STR [odor] (Shane) TOS100,PAUSED,4,5.46,398,Smoke Extractor
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471209191239513,Ad group - 3/21/2025 20:10:53,283551304425268,"Rollers, Frame, Pole PPC - B0DP7V8WJS - Shane",PAUSED,4,7.92,543,Paint Roller Kits
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413821976719342,Xtractor - B0CGGP5FP5 - Exact STR (Daniyal) TOS100,287402332454796,SmokeXtractor - Exact STR (Shane) TOS100,ENABLED,4,3.0,870,Smoke Extractor
45877,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35.98,35.98,35.98,35.98,35.98,35.98,35.98,35.98,522555218533436,Bulk Auto 0.50,451365854880122,Fireplace CLNR Brush - B0DX84MN59 - Bulk Auto 0.50 - 29-May-25,ENABLED,4,3.0,810,Fireplace Cleaner
45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445098480064128,CLNR-BRUSH Manual Targeting Ad Group - 6/19/2025 17:06:07.548,428349113620191,Cleaner/Brush Manual Target Exact Campaign,PAUSED,6,5.42,332,
45877,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,69903844702296,"6-pack 3"" Roller Covers - Manual Target Ad group - 1/27/2023 22:00:37",104299600570379,3 inch paint roller covers exact,ENABLED,8,5.96,272,Paint roller cover
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242299024102191,Ad group - 10/17/2022 08:27:22,78925999257812,Heat N Glo Fireplace Doors,ENABLED,0,0.0,1,Fireplace doors
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126537202219073,Ad group - 10/17/2022 07:52:32,60720092609371,Superior Lennox,ENABLED,8,3.4,44,Fireplace doors
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28821048686590,Ad group - 10/17/2022 08:15:58,137462756850400,Majetic Fireplace doors,ENABLED,4,1.8,11,Fireplace doors
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10128243813168,Ad group - 10/17/2022 07:50:33,67630955342793,Temco Fireplace door,ENABLED,2,0.34,44,Fireplace doors
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42412715142864,Ad group - 1/16/2023 21:37:33,53630664382317,Seat Belt grabber 2 pack,ENABLED,0,0.0,11,Seat belt grabber
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51887425346751,Ad group - 10/17/2022 08:22:30,221174428371581,Heatilator Fireplace Doors,ENABLED,6,2.3,279,Fireplace doors
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151155804930704,SBG 1/2-Packs Manual Targeting - Ad group - 6/26/2022 16:41:18,53854195030497,Seat Belt Grabber Broad,ENABLED,6,3.28,282,
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445098480064128,CLNR-BRUSH Manual Targeting Ad Group - 6/19/2025 17:06:07.548,428349113620191,Cleaner/Brush Manual Target Exact Campaign,PAUSED,2,1.8,745,
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273434202641670,Ad group - 1/27/2023 19:31:20,146420942892172,Seat belt grabber exact,PAUSED,4,3.06,31,Seat belt grabber
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539309954473914,Xtractor - B0CGGP5FP5 - Broad+ STR [odor] (Daniyal) TOS100,282680986919776,SmokeXtractor - Broad+ STR [odor] (Shane) TOS100,PAUSED,4,5.46,101,Smoke Extractor
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413821976719342,Xtractor - B0CGGP5FP5 - Exact STR (Daniyal) TOS100,287402332454796,SmokeXtractor - Exact STR (Shane) TOS100,ENABLED,4,3.92,511,Smoke Extractor
45878,2,2,2,4,2,4,2,4,2,2,2,4,2,4,2,4,35.98,35.98,35.98,85.96,35.98,85.96,35.98,85.96,522555218533436,Bulk Auto 0.50,451365854880122,Fireplace CLNR Brush - B0DX84MN59 - Bulk Auto 0.50 - 29-May-25,ENABLED,4,3.0,644,Fireplace Cleaner
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296298694091943,Sealer Manual - Exact Targeting Ad group - 7/23/2025,314733207305257,Sealer Manual Exact - B0DX83RYSF - 7/23/2025 [Shane],ENABLED,8,6.0,216,
45878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471209191239513,Ad group - 3/21/2025 20:10:53,283551304425268,"Rollers, Frame, Pole PPC - B0DP7V8WJS - Shane",PAUSED,8,7.24,517,Paint Roller Kits
45878,2,2,4,4,4,4,4,4,2,2,4,4,4,4,4,4,29.98,29.98,59.96,59.96,59.96,59.96,59.96,59.96,69903844702296,"6-pack 3"" Roller Covers - Manual Target Ad group - 1/27/2023 22:00:37",104299600570379,3 inch paint roller covers exact,ENABLED,8,6.28,506,Paint roller cover
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10128243813168,Ad group - 10/17/2022 07:50:33,67630955342793,Temco Fireplace door,ENABLED,2,0.78,48,Fireplace doors
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28821048686590,Ad group - 10/17/2022 08:15:58,137462756850400,Majetic Fireplace doors,ENABLED,2,1.0,43,Fireplace doors
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42412715142864,Ad group - 1/16/2023 21:37:33,53630664382317,Seat Belt grabber 2 pack,ENABLED,0,0.0,9,Seat belt grabber
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51887425346751,Ad group - 10/17/2022 08:22:30,221174428371581,Heatilator Fireplace Doors,ENABLED,4,1.9,207,Fireplace doors
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126537202219073,Ad group - 10/17/2022 07:52:32,60720092609371,Superior Lennox,ENABLED,6,2.2,110,Fireplace doors
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141498660241410,Ad group - 10/17/2022 08:25:25,21856195244708,FMI Fireplace Door,ENABLED,2,1.0,16,Fireplace doors
45879,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15.98,15.98,15.98,15.98,15.98,15.98,15.98,15.98,151155804930704,SBG 1/2-Packs Manual Targeting - Ad group - 6/26/2022 16:41:18,53854195030497,Seat Belt Grabber Broad,ENABLED,6,4.48,578,
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296298694091943,Sealer Manual - Exact Targeting Ad group - 7/23/2025,314733207305257,Sealer Manual Exact - B0DX83RYSF - 7/23/2025 [Shane],ENABLED,4,2.4,223,
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413821976719342,Xtractor - B0CGGP5FP5 - Exact STR (Daniyal) TOS100,287402332454796,SmokeXtractor - Exact STR (Shane) TOS100,ENABLED,4,4.24,581,Smoke Extractor
45879,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29.98,29.98,29.98,29.98,29.98,29.98,29.98,29.98,539309954473914,Xtractor - B0CGGP5FP5 - Broad+ STR [odor] (Daniyal) TOS100,282680986919776,SmokeXtractor - Broad+ STR [odor] (Shane) TOS100,PAUSED,4,4.32,648,Smoke Extractor
45879,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,273434202641670,Ad group - 1/27/2023 19:31:20,146420942892172,Seat belt grabber exact,PAUSED,6,2.9,11,Seat belt grabber
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445098480064128,CLNR-BRUSH Manual Targeting Ad Group - 6/19/2025 17:06:07.548,428349113620191,Cleaner/Brush Manual Target Exact Campaign,PAUSED,6,5.68,833,
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471209191239513,Ad group - 3/21/2025 20:10:53,283551304425268,"Rollers, Frame, Pole PPC - B0DP7V8WJS - Shane",PAUSED,6,7.64,1513,Paint Roller Kits
45879,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29.98,29.98,29.98,29.98,29.98,29.98,29.98,29.98,69903844702296,"6-pack 3"" Roller Covers - Manual Target Ad group - 1/27/2023 22:00:37",104299600570379,3 inch paint roller covers exact,ENABLED,8,6.28,308,Paint roller cover
45879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522555218533436,Bulk Auto 0.50,451365854880122,Fireplace CLNR Brush - B0DX84MN59 - Bulk Auto 0.50 - 29-May-25,ENABLED,10,5.9,728,Fireplace Cleaner
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242299024102191,Ad group - 10/17/2022 08:27:22,78925999257812,Heat N Glo Fireplace Doors,ENABLED,0,0.0,5,Fireplace doors
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28821048686590,Ad group - 10/17/2022 08:15:58,137462756850400,Majetic Fireplace doors,ENABLED,0,0.0,10,Fireplace doors
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10128243813168,Ad group - 10/17/2022 07:50:33,67630955342793,Temco Fireplace door,ENABLED,0,0.0,33,Fireplace doors
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126537202219073,Ad group - 10/17/2022 07:52:32,60720092609371,Superior Lennox,ENABLED,6,1.3,102,Fireplace doors
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51887425346751,Ad group - 10/17/2022 08:22:30,221174428371581,Heatilator Fireplace Doors,ENABLED,4,1.8,138,Fireplace doors
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42412715142864,Ad group - 1/16/2023 21:37:33,53630664382317,Seat Belt grabber 2 pack,ENABLED,0,0.0,58,Seat belt grabber
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151155804930704,SBG 1/2-Packs Manual Targeting - Ad group - 6/26/2022 16:41:18,53854195030497,Seat Belt Grabber Broad,ENABLED,6,3.86,49,
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273434202641670,Ad group - 1/27/2023 19:31:20,146420942892172,Seat belt grabber exact,PAUSED,2,1.56,61,Seat belt grabber
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539309954473914,Xtractor - B0CGGP5FP5 - Broad+ STR [odor] (Daniyal) TOS100,282680986919776,SmokeXtractor - Broad+ STR [odor] (Shane) TOS100,PAUSED,4,4.54,69,Smoke Extractor
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413821976719342,Xtractor - B0CGGP5FP5 - Exact STR (Daniyal) TOS100,287402332454796,SmokeXtractor - Exact STR (Shane) TOS100,ENABLED,4,3.0,271,Smoke Extractor
45880,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,49.98,49.98,49.98,49.98,49.98,49.98,49.98,49.98,296298694091943,Sealer Manual - Exact Targeting Ad group - 7/23/2025,314733207305257,Sealer Manual Exact - B0DX83RYSF - 7/23/2025 [Shane],ENABLED,4,3.0,289,
45880,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35.98,35.98,35.98,35.98,35.98,35.98,35.98,35.98,445098480064128,CLNR-BRUSH Manual Targeting Ad Group - 6/19/2025 17:06:07.548,428349113620191,Cleaner/Brush Manual Target Exact Campaign,PAUSED,4,4.48,650,
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471209191239513,Ad group - 3/21/2025 20:10:53,283551304425268,"Rollers, Frame, Pole PPC - B0DP7V8WJS - Shane",PAUSED,6,6.5,1051,Paint Roller Kits
45880,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,29.98,29.98,29.98,29.98,29.98,29.98,29.98,29.98,69903844702296,"6-pack 3"" Roller Covers - Manual Target Ad group - 1/27/2023 22:00:37",104299600570379,3 inch paint roller covers exact,ENABLED,8,6.28,228,Paint roller cover
45880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522555218533436,Bulk Auto 0.50,451365854880122,Fireplace CLNR Brush - B0DX84MN59 - Bulk Auto 0.50 - 29-May-25,ENABLED,10,6.22,360,Fireplace Cleaner
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10128243813168,Ad group - 10/17/2022 07:50:33,67630955342793,Temco Fireplace door,ENABLED,0,0.0,12,Fireplace doors
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28821048686590,Ad group - 10/17/2022 08:15:58,137462756850400,Majetic Fireplace doors,ENABLED,0,0.0,6,Fireplace doors
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273434202641670,Ad group - 1/27/2023 19:31:20,146420942892172,Seat belt grabber exact,PAUSED,0,0.0,71,Seat belt grabber
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51887425346751,Ad group - 10/17/2022 08:22:30,221174428371581,Heatilator Fireplace Doors,ENABLED,4,1.68,366,Fireplace doors
45881,0,0,0,2,0,2,0,2,0,0,0,2,0,2,0,2,0.0,0.0,0.0,998.0,0.0,998.0,0.0,998.0,126537202219073,Ad group - 10/17/2022 07:52:32,60720092609371,Superior Lennox,ENABLED,8,2.6,58,Fireplace doors
45881,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23.98,23.98,23.98,23.98,23.98,23.98,23.98,23.98,151155804930704,SBG 1/2-Packs Manual Targeting - Ad group - 6/26/2022 16:41:18,53854195030497,Seat Belt Grabber Broad,ENABLED,8,5.76,140,
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42412715142864,Ad group - 1/16/2023 21:37:33,53630664382317,Seat Belt grabber 2 pack,ENABLED,2,1.02,79,Seat belt grabber
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413821976719342,Xtractor - B0CGGP5FP5 - Exact STR (Daniyal) TOS100,287402332454796,SmokeXtractor - Exact STR (Shane) TOS100,ENABLED,2,1.5,472,Smoke Extractor
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296298694091943,Sealer Manual - Exact Targeting Ad group - 7/23/2025,314733207305257,Sealer Manual Exact - B0DX83RYSF - 7/23/2025 [Shane],ENABLED,4,3.0,162,
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445098480064128,CLNR-BRUSH Manual Targeting Ad Group - 6/19/2025 17:06:07.548,428349113620191,Cleaner/Brush Manual Target Exact Campaign,PAUSED,4,4.78,222,
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539309954473914,Xtractor - B0CGGP5FP5 - Broad+ STR [odor] (Daniyal) TOS100,282680986919776,SmokeXtractor - Broad+ STR [odor] (Shane) TOS100,PAUSED,4,3.74,584,Smoke Extractor
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471209191239513,Ad group - 3/21/2025 20:10:53,283551304425268,"Rollers, Frame, Pole PPC - B0DP7V8WJS - Shane",PAUSED,6,7.28,962,Paint Roller Kits
45881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522555218533436,Bulk Auto 0.50,451365854880122,Fireplace CLNR Brush - B0DX84MN59 - Bulk Auto 0.50 - 29-May-25,ENABLED,6,4.42,1033,Fireplace Cleaner
